,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 609,26 M","- R$ 527,35 M","R$ 132,74 M","R$ 223,06 M",277
1,31/03/2024,"R$ 605,23 M","- R$ 8,48 M","- R$ 474,23 M","R$ 126,32 M",277
2,31/12/2023,"R$ 611,64 M","- R$ 283,53 M","- R$ 440,36 M","- R$ 112,10 M",277
3,30/09/2023,"R$ 641,09 M","- R$ 29,47 M","- R$ 495,98 M","R$ 122,71 M",277
4,30/06/2023,"R$ 635,23 M","R$ 97,12 M","- R$ 997,92 M","- R$ 261,13 M",277
5,31/03/2023,"R$ 488,75 M","R$ 18,51 M","- R$ 284,57 M","R$ 223,24 M",277
6,31/12/2022,"R$ 490,23 M","- R$ 498,49 M","- R$ 2,63 M","- R$ 13,54 M",277
7,30/09/2022,"R$ 735,07 M","- R$ 237,27 M","- R$ 175,53 M","R$ 318,77 M",277
8,30/06/2022,"R$ 537,14 M","- R$ 328,74 M","- R$ 113,10 M","R$ 96,04 M",277
9,31/03/2022,"R$ 551,27 M","- R$ 180,07 M","- R$ 295,81 M","R$ 72,09 M",277
10,31/12/2021,"R$ 364,21 M","- R$ 548,49 M","R$ 151,63 M","- R$ 32,01 M",277
11,30/09/2021,"R$ 378,31 M","R$ 61,56 M","- R$ 469,70 M","- R$ 29,34 M",277
12,30/06/2021,"R$ 235,69 M","R$ 38,36 M","- R$ 354,24 M","- R$ 84,69 M",277
13,31/03/2021,"R$ 76,97 M","- R$ 304,00 mil","- R$ 229,01 M","- R$ 151,45 M",277
14,31/12/2020,"R$ 4,03 M","R$ 204,46 M","- R$ 168,35 M","R$ 42,31 M",277
15,30/09/2020,"- R$ 311,00 M","R$ 430,98 M","- R$ 95,88 M","R$ 25,68 M",277
16,30/06/2020,"- R$ 189,65 M","R$ 624,62 M","- R$ 459,40 M","- R$ 21,49 M",277
17,31/03/2020,"- R$ 108,18 M","R$ 30,27 M","- R$ 325,47 M","- R$ 397,10 M",277
18,31/12/2019,"- R$ 250,80 M","- R$ 1,99 B","R$ 818,67 M","- R$ 1,41 B",277
19,30/09/2019,"- R$ 48,16 M","- R$ 92,98 M","- R$ 232,20 M","- R$ 385,98 M",277
20,30/06/2019,"R$ 96,90 M","- R$ 95,88 M","- R$ 89,88 M","- R$ 83,09 M",277
21,31/03/2019,"R$ 93,85 M","R$ 15,92 M","- R$ 179,13 M","- R$ 68,08 M",277
22,31/12/2018,"- R$ 102,32 M","- R$ 297,46 M","R$ 1,95 B","R$ 1,56 B",277
23,30/09/2018,"R$ 229,76 M","- R$ 78,61 M","R$ 69,29 M","R$ 250,76 M",277
24,30/06/2018,"R$ 307,49 M","R$ 13,97 M","- R$ 383,19 M","- R$ 53,99 M",277
25,31/03/2018,"R$ 307,49 M","R$ 13,97 M","- R$ 383,19 M","- R$ 53,99 M",277
26,31/12/2017,"R$ 310,99 M","- R$ 54,52 M","R$ 152,38 M","R$ 401,51 M",277
27,30/09/2017,"R$ 293,38 M","- R$ 20,49 M","- R$ 64,57 M","R$ 220,83 M",277
28,30/06/2017,"R$ 263,57 M","- R$ 201,34 M","R$ 392,20 M","R$ 451,44 M",277
29,31/03/2017,"R$ 237,37 M","- R$ 58,87 M","- R$ 284,93 M","- R$ 107,44 M",277
30,31/12/2016,"R$ 429,09 M","- R$ 13,65 M","- R$ 464,82 M","- R$ 14,81 M",277
31,30/09/2016,"R$ 212,12 M","- R$ 171,10 M","R$ 177,65 M","R$ 203,00 M",277
32,30/06/2016,"R$ 304,20 M","- R$ 132,26 M","- R$ 340,81 M","- R$ 187,68 M",277
33,31/03/2016,"R$ 190,03 M","- R$ 123,31 M","- R$ 40,53 M","R$ 21,37 M",277
34,31/12/2015,"R$ 347,52 M","R$ 13,88 M","- R$ 69,52 M","R$ 258,37 M",277
35,30/09/2015,"R$ 285,36 M","- R$ 343,25 M","- R$ 167,27 M","- R$ 222,11 M",277
36,30/06/2015,"R$ 234,57 M","- R$ 3,13 M","- R$ 182,24 M","R$ 48,02 M",277
37,31/03/2015,"R$ 395,59 M","- R$ 172,07 M","- R$ 61,73 M","R$ 169,89 M",277
38,31/12/2014,"R$ 198,79 M","- R$ 11,82 M","- R$ 307,51 M","- R$ 122,21 M",277
39,30/09/2014,"R$ 216,83 M","- R$ 213,33 M","R$ 172,11 M","R$ 175,61 M",277
40,30/06/2014,"R$ 203,48 M","R$ 98,19 M","- R$ 583,16 M","- R$ 281,49 M",277
41,31/03/2014,"R$ 143,36 M","- R$ 147,22 M","R$ 49,59 M","R$ 45,73 M",277
42,31/12/2013,"R$ 177,76 M","R$ 482,38 M","- R$ 163,76 M","R$ 496,38 M",277
43,30/09/2013,"R$ 195,31 M","- R$ 53,36 M","- R$ 143,92 M","- R$ 1,98 M",277
44,30/06/2013,"R$ 197,75 M","- R$ 650,10 M","R$ 454,51 M","R$ 2,16 M",277
45,31/03/2013,"R$ 129,63 M","- R$ 63,55 M","- R$ 83,31 M","- R$ 17,23 M",277
46,31/12/2012,"R$ 182,60 M","- R$ 112,92 M","- R$ 69,31 M","R$ 364,00 mil",277
47,30/09/2012,"R$ 166,02 M","- R$ 45,70 M","- R$ 102,18 M","R$ 18,15 M",277
48,30/06/2012,"R$ 160,26 M","- R$ 368,35 M","R$ 200,38 M","- R$ 7,71 M",277
49,31/03/2012,"R$ 138,84 M","- R$ 48,91 M","- R$ 74,48 M","R$ 15,45 M",277
50,31/12/2011,"- R$ 5,23 M","R$ 267,43 M","- R$ 219,10 M","R$ 43,10 M",277
51,30/09/2011,"R$ 279,20 M","- R$ 313,47 M","R$ 51,87 M","R$ 17,61 M",277
52,30/06/2011,"R$ 136,33 M","- R$ 75,45 M","- R$ 248,39 M","- R$ 187,51 M",277
53,31/03/2011,"- R$ 3,27 M","- R$ 92,44 M","R$ 185,16 M","R$ 89,45 M",277
